文,出現順序,全体のコメント,ラベル
どこが国民の意見を聞く内閣なんだか。,3,"どんどん任意から義務へ……
国民の意志なんて無視。
どこが国民の意見を聞く内閣なんだか。",
何をするにもこれ1枚でOK！,0,"何をするにもこれ1枚でOK！
ってことは早い話がこれがなければ・・
なぁ～んにも出来ないってことじゃなか！？！",
"
ってことは早い話がこれがなければ・・
なぁ～んにも出来ないってことじゃなか！？！",1,"何をするにもこれ1枚でOK！
ってことは早い話がこれがなければ・・
なぁ～んにも出来ないってことじゃなか！？！",
当然どちらか一方を更新すれば両方更新されるんですよね,0,当然どちらか一方を更新すれば両方更新されるんですよね,
運転免許試験場まで行かなくて済む様になるの？,0,運転免許試験場まで行かなくて済む様になるの？本当にそんな事出来るの？,
本当にそんな事出来るの？,1,運転免許試験場まで行かなくて済む様になるの？本当にそんな事出来るの？,
マイナ利権いい加減にしろ！,0,"マイナ利権いい加減にしろ！
岸田首相がニトリの会長をマイナ対策で、会食に誘ってる事をしっかり暴け。",
"
岸田首相がニトリの会長をマイナ対策で、会食に誘ってる事をしっかり暴け。",1,"マイナ利権いい加減にしろ！
岸田首相がニトリの会長をマイナ対策で、会食に誘ってる事をしっかり暴け。",
なんなの？,0,"なんなの？この国。
幼稚園児が、出来もしないのに大学生レベルの事しようとして
失敗を繰り返してる構図とおんなじ。",
この国。,1,"なんなの？この国。
幼稚園児が、出来もしないのに大学生レベルの事しようとして
失敗を繰り返してる構図とおんなじ。",
"
幼稚園児が、出来もしないのに大学生レベルの事しようとして
失敗を繰り返してる構図とおんなじ。",2,"なんなの？この国。
幼稚園児が、出来もしないのに大学生レベルの事しようとして
失敗を繰り返してる構図とおんなじ。",
集約化によるリスクの懸念が高まるだけ！,0,"集約化によるリスクの懸念が高まるだけ！
リスクは分散が鉄則！！",
"
リスクは分散が鉄則！！",1,"集約化によるリスクの懸念が高まるだけ！
リスクは分散が鉄則！！",
リスクを下げる原則は、分散させる事。,0,リスクを下げる原則は、分散させる事。それに全く反する行動！,
それに全く反する行動！,1,リスクを下げる原則は、分散させる事。それに全く反する行動！,
本当に反対と思うなら次回の選挙に行って反対の声を上げるしかないだろ。,0,本当に反対と思うなら次回の選挙に行って反対の声を上げるしかないだろ。,
国民をこんなに愚弄した政権はあまりないぞ。,0,国民をこんなに愚弄した政権はあまりないぞ。これ　岸田のごり押しに鉄槌を。自民党・宗教政治政権を壊滅しよう。,
これ　岸田のごり押しに鉄槌を。,1,国民をこんなに愚弄した政権はあまりないぞ。これ　岸田のごり押しに鉄槌を。自民党・宗教政治政権を壊滅しよう。,
自民党・宗教政治政権を壊滅しよう。,2,国民をこんなに愚弄した政権はあまりないぞ。これ　岸田のごり押しに鉄槌を。自民党・宗教政治政権を壊滅しよう。,
ねぇねぇ。,0,ねぇねぇ。勝手に推進する前にさぁ、国民の声聞いたら？国民の声より天下り連中の声の方が大事なの,
勝手に推進する前にさぁ、国民の声聞いたら？,1,ねぇねぇ。勝手に推進する前にさぁ、国民の声聞いたら？国民の声より天下り連中の声の方が大事なの,
国民の声より天下り連中の声の方が大事なの,2,ねぇねぇ。勝手に推進する前にさぁ、国民の声聞いたら？国民の声より天下り連中の声の方が大事なの,
国民を平気で騙す自民党。,0,国民を平気で騙す自民党。　任意？　強制じゃないか。怒りしかない。,
　任意？,1,国民を平気で騙す自民党。　任意？　強制じゃないか。怒りしかない。,
　強制じゃないか。,2,国民を平気で騙す自民党。　任意？　強制じゃないか。怒りしかない。,
怒りしかない。,3,国民を平気で騙す自民党。　任意？　強制じゃないか。怒りしかない。,
"仮に一体化したら、
免許更新",0,"仮に一体化したら、
免許更新3年とマイナー5年更新になるのか",
3年とマイナー5年更新になるのか,1,"仮に一体化したら、
免許更新3年とマイナー5年更新になるのか",
不都合があれば丁寧な説明（いいわけ）ではぐらかす。,0,"不都合があれば丁寧な説明（いいわけ）ではぐらかす。
国民の声は右から左へ受け流す。",
"
国民の声は右から左へ受け流す。",1,"不都合があれば丁寧な説明（いいわけ）ではぐらかす。
国民の声は右から左へ受け流す。",
マイナカードを作っちゃった皆さん、早く返納してマイナカード廃止に追い込みましょう！,0,マイナカードを作っちゃった皆さん、早く返納してマイナカード廃止に追い込みましょう！,
デジタル社会構想会議のメンバーは？,0,デジタル社会構想会議のメンバーは？検索できるけど。この人たちが決めてるの？,
検索できるけど。,1,デジタル社会構想会議のメンバーは？検索できるけど。この人たちが決めてるの？,
この人たちが決めてるの？,2,デジタル社会構想会議のメンバーは？検索できるけど。この人たちが決めてるの？,
"マイナンバーカード紛失しても、どうしてもで
運転したら「ハイ！",0,"マイナンバーカード紛失しても、どうしてもで
運転したら「ハイ！無免許運転ね、逮捕ー！」
ってやりたいんだろ？",
無免許運転ね、逮捕ー！」,1,"マイナンバーカード紛失しても、どうしてもで
運転したら「ハイ！無免許運転ね、逮捕ー！」
ってやりたいんだろ？",
"
ってやりたいんだろ？",2,"マイナンバーカード紛失しても、どうしてもで
運転したら「ハイ！無免許運転ね、逮捕ー！」
ってやりたいんだろ？",
早く実装してほしい。,0,"早く実装してほしい。
これでスマホだけ持ち歩けばよくなる。",
"
",1,"早く実装してほしい。
これでスマホだけ持ち歩けばよくなる。",
これでスマホだけ持ち歩けばよくなる。,2,"早く実装してほしい。
これでスマホだけ持ち歩けばよくなる。",
これ以上岸田政権・自民党政権の暴挙を許してはならない。,0,これ以上岸田政権・自民党政権の暴挙を許してはならない。なんでも政権のゴリ押しで決定でもはや中国。,
なんでも政権のゴリ押しで決定でもはや中国。,1,これ以上岸田政権・自民党政権の暴挙を許してはならない。なんでも政権のゴリ押しで決定でもはや中国。,
マイナンバーカードの信頼性でよくこんなこと決められますね。,0,マイナンバーカードの信頼性でよくこんなこと決められますね。,
どんどん中国共産党みたいな監視管理社会になっていってますね。,0,どんどん中国共産党みたいな監視管理社会になっていってますね。それをボーッと受け入れる日本人、愚か。,
それをボーッと受け入れる日本人、愚か。,1,どんどん中国共産党みたいな監視管理社会になっていってますね。それをボーッと受け入れる日本人、愚か。,
まるで獣の数字ですね。,0,まるで獣の数字ですね。その内スーパーで買い物も出来なくなるのでしょうか。,
その内スーパーで買い物も出来なくなるのでしょうか。,1,まるで獣の数字ですね。その内スーパーで買い物も出来なくなるのでしょうか。,
マイナンバーカード返せばいいんだろ！,0,"マイナンバーカード返せばいいんだろ！

みんなで返せば、

内閣も政府もビビりまくるぞ！",
"

みんなで返せば、

内閣も政府もビビりまくるぞ！",1,"マイナンバーカード返せばいいんだろ！

みんなで返せば、

内閣も政府もビビりまくるぞ！",
任意のカードに統合して廃止？,0,"任意のカードに統合して廃止？
あまりにも無理筋ですな。",
"
",1,"任意のカードに統合して廃止？
あまりにも無理筋ですな。",
あまりにも無理筋ですな。,2,"任意のカードに統合して廃止？
あまりにも無理筋ですな。",
政府は「任意」と「強制」の違いについて学校に行って教えてもらって来い。,0,政府は「任意」と「強制」の違いについて学校に行って教えてもらって来い。,
取り締まり警察官全員がマイナ読み取り機持つの？,0,"取り締まり警察官全員がマイナ読み取り機持つの？
またまた、莫大な利権だね",
"
またまた、莫大な利権だね",1,"取り締まり警察官全員がマイナ読み取り機持つの？
またまた、莫大な利権だね",
次の選挙は、マイナンバーカード制度見直しを公約とする政党に入れます。,0,次の選挙は、マイナンバーカード制度見直しを公約とする政党に入れます。,
警察は更新センターという天下り先の縮小を受け入れるのかな？,0,警察は更新センターという天下り先の縮小を受け入れるのかな？,
警察は更新センターという天下り先の縮小を受け入れるのかな？,0,警察は更新センターという天下り先の縮小を受け入れるのかな？,
早くみんなに普及してチケットの転売防止に役立ててほしい。,0,早くみんなに普及してチケットの転売防止に役立ててほしい。,
仕組みを作る人と利用する人の頭が固いってことがよくわかる。,0,仕組みを作る人と利用する人の頭が固いってことがよくわかる。,
ゴ―ルド免許保持者はゴールドマイナンバーカードになるの？,0,ゴ―ルド免許保持者はゴールドマイナンバーカードになるの？,
"俺達は紐付けないよ、だってリスク
ありすぎでしょ",0,"俺達は紐付けないよ、だってリスク
ありすぎでしょ失くしたらどうするの
by河野、岸田です。",
"失くしたらどうするの
by河野、岸田です。",1,"俺達は紐付けないよ、だってリスク
ありすぎでしょ失くしたらどうするの
by河野、岸田です。",
最大の関門はマイナンバーカードによるインターネット投票ですね。,0,最大の関門はマイナンバーカードによるインターネット投票ですね。,
"最終的に　
",0,"最終的に　
この人間はどのような思考で行動も逐一監視できるようにするんだね！",
この人間はどのような思考で行動も逐一監視できるようにするんだね！,1,"最終的に　
この人間はどのような思考で行動も逐一監視できるようにするんだね！",
無理やり束ねてセキュリティーは大丈夫だろうか、不安です。,0,無理やり束ねてセキュリティーは大丈夫だろうか、不安です。,
懲りない反省の無いやり方で一方的なやり方は賛成出来ない！,0,懲りない反省の無いやり方で一方的なやり方は賛成出来ない！,
どこまで意地悪するのですかね？,0,どこまで意地悪するのですかね？次の選挙まで我慢しましょう。,
次の選挙まで我慢しましょう。,1,どこまで意地悪するのですかね？次の選挙まで我慢しましょう。,
今後田舎の取り締まりとかで電波ないとこでは検問やらないってこと？,0,今後田舎の取り締まりとかで電波ないとこでは検問やらないってこと？,
利権絡みとしか思えない。,0,"利権絡みとしか思えない。
政府が勧める事はろくなことにならない。",
"
政府が勧める事はろくなことにならない。",1,"利権絡みとしか思えない。
政府が勧める事はろくなことにならない。",
政府は何がなんでも一本化にしたいんだね！,0,"政府は何がなんでも一本化にしたいんだね！
使えなくなるとか嫌がらせだよね！",
"
使えなくなるとか嫌がらせだよね！",1,"政府は何がなんでも一本化にしたいんだね！
使えなくなるとか嫌がらせだよね！",
もう自民党は要らない。,0,"もう自民党は要らない。
国民無視で政策進める党には、絶対に投票しない。",
"
国民無視で政策進める党には、絶対に投票しない。",1,"もう自民党は要らない。
国民無視で政策進める党には、絶対に投票しない。",
免許が一本化、マイナンバーカードの取得は、任意？,0,免許が一本化、マイナンバーカードの取得は、任意？,
"性別無くしたり、通名オッケーとか

不正は、無くなりませんね。",0,"性別無くしたり、通名オッケーとか

不正は、無くなりませんね。",
利権政治,0,利権政治,
なんでみんな紛失する前提なのか　笑,0,"なんでみんな紛失する前提なのか　笑
免許なんて紛失したことないわ。",
"
免許なんて紛失したことないわ。",1,"なんでみんな紛失する前提なのか　笑
免許なんて紛失したことないわ。",
精巧な偽造カード増えすぎて早く切り替えたいんやろうな,0,精巧な偽造カード増えすぎて早く切り替えたいんやろうな,
選挙で答えを出すしかないでしょ。,0,選挙で答えを出すしかないでしょ。選挙民も甘く見られたもんですよ。,
選挙民も甘く見られたもんですよ。,1,選挙で答えを出すしかないでしょ。選挙民も甘く見られたもんですよ。,
"めちゃくちゃやな
いっそのこと、制度廃止したら？",0,"めちゃくちゃやな
いっそのこと、制度廃止したら？",
免許証の中には既にチップ入っているはずなのに。,0,免許証の中には既にチップ入っているはずなのに。不思議,
不思議,1,免許証の中には既にチップ入っているはずなのに。不思議,
リスクヘッジって言葉知ってる？,0,"リスクヘッジって言葉知ってる？
ただでさえ基本的な運用もままならないのに、
どんだけ先走るの？？",
"
ただでさえ基本的な運用もままならないのに、
どんだけ先走るの？？",1,"リスクヘッジって言葉知ってる？
ただでさえ基本的な運用もままならないのに、
どんだけ先走るの？？",
太郎ちゃんもキッシーも任意と言う漢字、難しくて読めないらしい。,0,太郎ちゃんもキッシーも任意と言う漢字、難しくて読めないらしい。,
マイナカードはもうやめた方がいいだろ。,0,"マイナカードはもうやめた方がいいだろ。
こんなのは欠陥システムだろ。",
"
こんなのは欠陥システムだろ。",1,"マイナカードはもうやめた方がいいだろ。
こんなのは欠陥システムだろ。",
自民党に投票した奴は責任とれよ。,0,"自民党に投票した奴は責任とれよ。
これが統一教会自民党支部の本性だよ。",
"
これが統一教会自民党支部の本性だよ。",1,"自民党に投票した奴は責任とれよ。
これが統一教会自民党支部の本性だよ。",
セキュリティーの脆弱性から看過できない。,0,セキュリティーの脆弱性から看過できない。,
これだけ不評なのに強行しようとする政治家に、国民は怒りしかない,0,これだけ不評なのに強行しようとする政治家に、国民は怒りしかない,
マイナンバーカード所持してなければ無免許ということか…,0,マイナンバーカード所持してなければ無免許ということか…,
聞く耳なんて全くもたないじゃん！,0,"聞く耳なんて全くもたないじゃん！
イヤだと言ってる人のこと考えず
全部命令だよ！",
"
イヤだと言ってる人のこと考えず
全部命令だよ！",1,"聞く耳なんて全くもたないじゃん！
イヤだと言ってる人のこと考えず
全部命令だよ！",
マイナンバーカード所持してなければ無免許ということか…,0,マイナンバーカード所持してなければ無免許ということか…,
聞く耳なんて全くもたないじゃん！,0,"聞く耳なんて全くもたないじゃん！
イヤだと言ってる人のこと考えず
全部命令だよ！",
"
イヤだと言ってる人のこと考えず
全部命令だよ！",1,"聞く耳なんて全くもたないじゃん！
イヤだと言ってる人のこと考えず
全部命令だよ！",
マイナカード無くしたらどうやって自分を証明するの？,0,マイナカード無くしたらどうやって自分を証明するの？,
免許証ないと車乗れないから常に持ち歩かなあかんじゃん。,0,免許証ないと車乗れないから常に持ち歩かなあかんじゃん。最悪。,
最悪。,1,免許証ないと車乗れないから常に持ち歩かなあかんじゃん。最悪。,
"これ、オリンピックと同じ構造で
一部の代理店が儲かるだけだよな",0,"これ、オリンピックと同じ構造で
一部の代理店が儲かるだけだよな",
またシステムで登録・運用で大量にミスが起きることだろう。,0,またシステムで登録・運用で大量にミスが起きることだろう。,
すまん。,0,すまん。どうせ次の選挙で自民党は敗北するから全て絵に描いた餅になる。,
どうせ次の選挙で自民党は敗北するから全て絵に描いた餅になる。,1,すまん。どうせ次の選挙で自民党は敗北するから全て絵に描いた餅になる。,
自民党一党独裁、管理国家＝明るくまずまず豊かな北朝鮮化。,0,自民党一党独裁、管理国家＝明るくまずまず豊かな北朝鮮化。,
両方使えるようにすればいいのでは,0,両方使えるようにすればいいのでは,
近々マイナ暴動が起こるだろうな、、、,0,近々マイナ暴動が起こるだろうな、、、,
経済が後退する気がする…,0,経済が後退する気がする…,
役に立たないのに作る必要がないのでは？,0,"役に立たないのに作る必要がないのでは？
税金の無駄遣い＆利権",
"
税金の無駄遣い＆利権",1,"役に立たないのに作る必要がないのでは？
税金の無駄遣い＆利権",
自民党解体させないと日本はとんでも無いことになります,0,自民党解体させないと日本はとんでも無いことになります,
ここはどこ？,0,"ここはどこ？
私は誰？
という場面が増えそうですね。",
"
私は誰？",1,"ここはどこ？
私は誰？
という場面が増えそうですね。",
"
という場面が増えそうですね。",2,"ここはどこ？
私は誰？
という場面が増えそうですね。",
"いやいやいや、
",0,"いやいやいや、
何でも紐付けするなよめんどくさい。",
何でも紐付けするなよ,1,"いやいやいや、
何でも紐付けするなよめんどくさい。",
めんどくさい。,2,"いやいやいや、
何でも紐付けするなよめんどくさい。",
スマホ忘れたり電池切れで不携帯になっちゃうよ,0,スマホ忘れたり電池切れで不携帯になっちゃうよヤバい,
ヤバい,1,スマホ忘れたり電池切れで不携帯になっちゃうよヤバい,
中国みたいに国民の情報収集をしてガッチガチに管理するのかな,0,中国みたいに国民の情報収集をしてガッチガチに管理するのかな,
つまりマイナンバーカード落としたら、病院行けない、車乗れないってこと？,0,つまりマイナンバーカード落としたら、病院行けない、車乗れないってこと？,
"さすが自民党
民意は聞かず後回し
やるんなら国民全員へ国からカード送ってこい",0,"さすが自民党
民意は聞かず後回し
やるんなら国民全員へ国からカード送ってこい",
そもそもマイナカードのデザインがダサいから嫌いなんだよなぁ,0,そもそもマイナカードのデザインがダサいから嫌いなんだよなぁ,
スマートフォンは永遠だと信じているのでしょうか？,0,スマートフォンは永遠だと信じているのでしょうか？,
選挙で意思表示して、忘れないように。,0,選挙で意思表示して、忘れないように。,
マイナンバーカードは任意です。,0,"マイナンバーカードは任意です。
はて？任意とは",
"
はて？",1,"マイナンバーカードは任意です。
はて？任意とは",
任意とは,2,"マイナンバーカードは任意です。
はて？任意とは",
カードがこけたらみなこけた、ってなったら本末転倒やね。,0,カードがこけたらみなこけた、ってなったら本末転倒やね。,
免許証のチップにマイナンバーいれればいいじゃん。,0,免許証のチップにマイナンバーいれればいいじゃん。,
悪の組織と子分企業をなんとかしないと。,0,悪の組織と子分企業をなんとかしないと。,
マイナンバーを便利に見せかけるために他を不便にするとかいう愚策,0,マイナンバーを便利に見せかけるために他を不便にするとかいう愚策,
やり方が汚い自民党。,0,"やり方が汚い自民党。
いまの自民の名前を黒歴史に刻みましょう！",
"
いまの自民の名前を黒歴史に刻みましょう！",1,"やり方が汚い自民党。
いまの自民の名前を黒歴史に刻みましょう！",
必要な法整備をせずに異次元の愚策を繰り返すなぁ,0,必要な法整備をせずに異次元の愚策を繰り返すなぁ,
一回は立ち止まりましょう。,0,"一回は立ち止まりましょう。
マイナカード。",
"
マイナカード。",1,"一回は立ち止まりましょう。
マイナカード。",
一回は立ち止まりましょう。,0,"一回は立ち止まりましょう。
マイナカード。",
"
マイナカード。",1,"一回は立ち止まりましょう。
マイナカード。",
免許更新はどうなるのかな。,0,免許更新はどうなるのかな。,
マイナンバー持ってる奴は早く返納しないと,0,マイナンバー持ってる奴は早く返納しないと,
5chとか見てると大勢の人がマイナ賛成に見えるんだが,0,5chとか見てると大勢の人がマイナ賛成に見えるんだが,
運転免許証すら廃止なのか？,0,運転免許証すら廃止なのか？,
ヤフーニュースのコメント蘭で反対したら意味ない。,0,"ヤフーニュースのコメント蘭で反対したら意味ない。

デモで反対するしかない。",
"

デモで反対するしかない。",1,"ヤフーニュースのコメント蘭で反対したら意味ない。

デモで反対するしかない。",
意地でもマイナンバーカードは作らない,0,意地でもマイナンバーカードは作らない,
なんでも良いからさっさと一体化しろ。,0,"なんでも良いからさっさと一体化しろ。
何枚も持ち歩きたくないねん",
"
何枚も持ち歩きたくないねん",1,"なんでも良いからさっさと一体化しろ。
何枚も持ち歩きたくないねん",
マイナンバーカードはただの愚策！,0,"マイナンバーカードはただの愚策！
やらん方が良い政策！
要らん！",
"
やらん方が良い政策！",1,"マイナンバーカードはただの愚策！
やらん方が良い政策！
要らん！",
"
要らん！",2,"マイナンバーカードはただの愚策！
やらん方が良い政策！
要らん！",
マイナカードじゃ別人確認されますけど！,0,マイナカードじゃ別人確認されますけど！,
マイナカードじゃ別人確認されますけど！,0,マイナカードじゃ別人確認されますけど！,
いやいや任意の範囲超えてるやろ,0,いやいや任意の範囲超えてるやろ,
「ふざけるな！」,0,「ふざけるな！」「ヤバすぎる」でも従うだけの平民、儚いね。,
「ヤバすぎる」でも従うだけの平民、儚いね。,1,「ふざけるな！」「ヤバすぎる」でも従うだけの平民、儚いね。,
ふざけたことをーーーーなんだよ,0,ふざけたことをーーーーなんだよこの政権はーーー,
この政権はーーー,1,ふざけたことをーーーーなんだよこの政権はーーー,
ニュースは大袈裟に報道するよな。,0,"ニュースは大袈裟に報道するよな。
何をそんなに騒いでいるんだ？",
"
何をそんなに騒いでいるんだ？",1,"ニュースは大袈裟に報道するよな。
何をそんなに騒いでいるんだ？",
まじでそろそろ一揆をおこさないとダメかなー？,0,まじでそろそろ一揆をおこさないとダメかなー？,
バカバカしい免許は写真も乗って全部載ってるのに！,0,バカバカしい免許は写真も乗って全部載ってるのに！,
この政府（自民党＝麻生の考えかな？？？）のやり方,0,この政府（自民党＝麻生の考えかな？？？）のやり方「暴動」もんだなぁ・・・,
「暴動」,1,この政府（自民党＝麻生の考えかな？？？）のやり方「暴動」もんだなぁ・・・,
もんだなぁ・・・,2,この政府（自民党＝麻生の考えかな？？？）のやり方「暴動」もんだなぁ・・・,
きっとなんかあるからなんでしょうね。,0,きっとなんかあるからなんでしょうね。,
何でもかんでも一本化？？,0,何でもかんでも一本化？？　あ～恐い怖い！,
　あ～恐い怖い！,1,何でもかんでも一本化？？　あ～恐い怖い！,
絶対に認めませんよ。,0,絶対に認めませんよ。,
国民の為の仕事をしてくれ,0,国民の為の仕事をしてくれ,
"いや、全部一枚になったらありがたいわ
邪魔だもんカード",0,"いや、全部一枚になったらありがたいわ
邪魔だもんカード",
最初からその予定だったでしょうに,0,最初からその予定だったでしょうに,
議員、官僚は企業の献金による癒着から逃れられない,0,議員、官僚は企業の献金による癒着から逃れられない,
そもそも自民党を選んでる国民がヤバいんだぞ。,0,そもそも自民党を選んでる国民がヤバいんだぞ。自覚しろ,
自覚しろ,1,そもそも自民党を選んでる国民がヤバいんだぞ。自覚しろ,
いよいよ、強制的じゃないですか。,0,いよいよ、強制的じゃないですか。,
悪夢の民主党政治より酷い自民党政治,0,悪夢の民主党政治より酷い自民党政治,
黙認してたらどんどん進む,0,黙認してたらどんどん進む,
何でやねん。。。。,0,何でやねん。。。。,
黙認してたらどんどん進む,0,黙認してたらどんどん進む,
何でやねん。。。。,0,何でやねん。。。。,
もう、日本も終わりですね。,0,もう、日本も終わりですね。,
通知カードじゃダメなの？？,0,通知カードじゃダメなの？？,
こんな政権に任せていたら 日本は滅びる！！,0,こんな政権に任せていたら 日本は滅びる！！,
返納する事に決めました。,0,返納する事に決めました。,
過渡期です。。。,0,過渡期です。。。何人が？？？？？,
何人が？？？？？,1,過渡期です。。。何人が？？？？？,
一番困るのお巡りさんじゃないの？,0,一番困るのお巡りさんじゃないの？,
最終的に戦争行けとか言いかねないわ,0,最終的に戦争行けとか言いかねないわこの政府は、、,
この政府は、、,1,最終的に戦争行けとか言いかねないわこの政府は、、,
自民党はもうダメだな・・・,0,自民党はもうダメだな・・・,
最終的に戦争行けとか言いかねないわ,0,最終的に戦争行けとか言いかねないわこの政府は、、,
この政府は、、,1,最終的に戦争行けとか言いかねないわこの政府は、、,
国民一揆するしか道はなさそう！,0,国民一揆するしか道はなさそう！,
もうこの国はダメっぽい…,0,もうこの国はダメっぽい…,
ずさんなシステムのカードなんて作れません,0,ずさんなシステムのカードなんて作れません,
マイナンバーカード,0,マイナンバーカード不具合多いからむりやろ,
不具合多いからむりやろ,1,マイナンバーカード不具合多いからむりやろ,
ありえない。,0,ありえない。改変しすぎだろ自民党。,
改変しすぎだろ自民党。,1,ありえない。改変しすぎだろ自民党。,
お前らが選んだ自民だろう、今更文句言うの,0,お前らが選んだ自民だろう、今更文句言うの,
政府バッシング記事は稼げますね,0,政府バッシング記事は稼げますね,
そんなに怒ることでもない,0,そんなに怒ることでもない,
マイナンバーカード一体化賛成です。,0,マイナンバーカード一体化賛成です。,
そんなに怒ることでもない,0,そんなに怒ることでもない,
マイナンバーカード一体化賛成です。,0,マイナンバーカード一体化賛成です。,
ぶっちゃけ…日本国国民等などが何を言っても駄目ですよ！,0,ぶっちゃけ…日本国国民等などが何を言っても駄目ですよ！補助金支給でカードを作った国民側の負けですから(笑)後は、利権にまみれた関係各所の国民血税争奪戦が始まるだけ！国民等の『声』などは一切無視だよ。,
補助金支給でカードを作った国民側の負けですから(笑),1,ぶっちゃけ…日本国国民等などが何を言っても駄目ですよ！補助金支給でカードを作った国民側の負けですから(笑)後は、利権にまみれた関係各所の国民血税争奪戦が始まるだけ！国民等の『声』などは一切無視だよ。,
後は、利権にまみれた関係各所の国民血税争奪戦が始まるだけ！,2,ぶっちゃけ…日本国国民等などが何を言っても駄目ですよ！補助金支給でカードを作った国民側の負けですから(笑)後は、利権にまみれた関係各所の国民血税争奪戦が始まるだけ！国民等の『声』などは一切無視だよ。,
国民等の『声』などは一切無視だよ。,3,ぶっちゃけ…日本国国民等などが何を言っても駄目ですよ！補助金支給でカードを作った国民側の負けですから(笑)後は、利権にまみれた関係各所の国民血税争奪戦が始まるだけ！国民等の『声』などは一切無視だよ。,
スマホだけもっていれば財布を持ち歩かなくても大抵のことができるようになるのはいいですね。,0,スマホだけもっていれば財布を持ち歩かなくても大抵のことができるようになるのはいいですね。スマホアプリで一元管理ってことでしょう。カードは家にあっても大丈夫になるんですね。免許も携帯しなくていいのはいい。携帯が普及してからいつも財布と携帯という二つのものを持ち歩かなくてはいけなくなったけど、再び一つでよくなるということで歓迎します。,
スマホアプリで一元管理ってことでしょう。,1,スマホだけもっていれば財布を持ち歩かなくても大抵のことができるようになるのはいいですね。スマホアプリで一元管理ってことでしょう。カードは家にあっても大丈夫になるんですね。免許も携帯しなくていいのはいい。携帯が普及してからいつも財布と携帯という二つのものを持ち歩かなくてはいけなくなったけど、再び一つでよくなるということで歓迎します。,
カードは家にあっても大丈夫になるんですね。,2,スマホだけもっていれば財布を持ち歩かなくても大抵のことができるようになるのはいいですね。スマホアプリで一元管理ってことでしょう。カードは家にあっても大丈夫になるんですね。免許も携帯しなくていいのはいい。携帯が普及してからいつも財布と携帯という二つのものを持ち歩かなくてはいけなくなったけど、再び一つでよくなるということで歓迎します。,
免許も携帯しなくていいのはいい。,3,スマホだけもっていれば財布を持ち歩かなくても大抵のことができるようになるのはいいですね。スマホアプリで一元管理ってことでしょう。カードは家にあっても大丈夫になるんですね。免許も携帯しなくていいのはいい。携帯が普及してからいつも財布と携帯という二つのものを持ち歩かなくてはいけなくなったけど、再び一つでよくなるということで歓迎します。,
携帯が普及してからいつも財布と携帯という二つのものを持ち歩かなくてはいけなくなったけど、再び一つでよくなるということで歓迎します。,4,スマホだけもっていれば財布を持ち歩かなくても大抵のことができるようになるのはいいですね。スマホアプリで一元管理ってことでしょう。カードは家にあっても大丈夫になるんですね。免許も携帯しなくていいのはいい。携帯が普及してからいつも財布と携帯という二つのものを持ち歩かなくてはいけなくなったけど、再び一つでよくなるということで歓迎します。,
これほど事前の説明とやっていることの乖離の大きい政権は、詐欺師集団以外の何物でも無いですね。,0,"これほど事前の説明とやっていることの乖離の大きい政権は、詐欺師集団以外の何物でも無いですね。
それを許しているのは国民です。
私は自民党支持者でしたが、真摯な反省をしないなら次の選挙で自民党以外に投票します。
政権の暴走を止めるにはそれしか有りません。
マスコミも不思議と切り込み不足の感が強いです。
自分達の暮らしを守るためには行動が必要です。",
"
それを許しているのは国民です。",1,"これほど事前の説明とやっていることの乖離の大きい政権は、詐欺師集団以外の何物でも無いですね。
それを許しているのは国民です。
私は自民党支持者でしたが、真摯な反省をしないなら次の選挙で自民党以外に投票します。
政権の暴走を止めるにはそれしか有りません。
マスコミも不思議と切り込み不足の感が強いです。
自分達の暮らしを守るためには行動が必要です。",
"
",2,"これほど事前の説明とやっていることの乖離の大きい政権は、詐欺師集団以外の何物でも無いですね。
それを許しているのは国民です。
私は自民党支持者でしたが、真摯な反省をしないなら次の選挙で自民党以外に投票します。
政権の暴走を止めるにはそれしか有りません。
マスコミも不思議と切り込み不足の感が強いです。
自分達の暮らしを守るためには行動が必要です。",
私は自民党支持者でしたが、真摯な反省をしないなら次の選挙で自民党以外に投票します。,3,"これほど事前の説明とやっていることの乖離の大きい政権は、詐欺師集団以外の何物でも無いですね。
それを許しているのは国民です。
私は自民党支持者でしたが、真摯な反省をしないなら次の選挙で自民党以外に投票します。
政権の暴走を止めるにはそれしか有りません。
マスコミも不思議と切り込み不足の感が強いです。
自分達の暮らしを守るためには行動が必要です。",
"
政権の暴走を止めるにはそれしか有りません。",4,"これほど事前の説明とやっていることの乖離の大きい政権は、詐欺師集団以外の何物でも無いですね。
それを許しているのは国民です。
私は自民党支持者でしたが、真摯な反省をしないなら次の選挙で自民党以外に投票します。
政権の暴走を止めるにはそれしか有りません。
マスコミも不思議と切り込み不足の感が強いです。
自分達の暮らしを守るためには行動が必要です。",
"
マスコミも不思議と切り込み不足の感が強いです。",5,"これほど事前の説明とやっていることの乖離の大きい政権は、詐欺師集団以外の何物でも無いですね。
それを許しているのは国民です。
私は自民党支持者でしたが、真摯な反省をしないなら次の選挙で自民党以外に投票します。
政権の暴走を止めるにはそれしか有りません。
マスコミも不思議と切り込み不足の感が強いです。
自分達の暮らしを守るためには行動が必要です。",
