文,出現順序,全体のコメント,ラベル
"暗号、複雑化することで税金がかかり使用者負担にもなる
更新だけではなく、トラブルあるたび役所に行く事になる。",2,"保険証も運転免許証も身分証となり見てわかりやすくシンプルな物にしなければならない。暗号、複雑化することで税金がかかり使用者負担にもなる
更新だけではなく、トラブルあるたび役所に行く事になる。廃止され強制的になり持ち歩き自己責任される。役所を土日も開けてください
停電時災害やネットワーク障害　道ばたに意識不明で倒れたり緊急時に対応できるのか。カードリーダーで他人の顔認証でも認証できる、余った他人の写真を貼り付け身分証としてなってない
保険証に沢山の情報を載せ、機能を付け傷が付くと使用できない役所に行き再交付代かかる。
保険証を使おうとしても、機械の故障や暗証番号の間違いで保険外支払い役所に再発行手続きに行く。5年後も更新手数料も取るつもりか。
日本は高齢化進んでおり30％以上を占め痴呆などの失踪も問題になっている。紛失もあり暗証番号の管理、痴呆症や病気の人、介護する人にも負担がかかる。",
廃止され強制的になり持ち歩き自己責任される。,3,"保険証も運転免許証も身分証となり見てわかりやすくシンプルな物にしなければならない。暗号、複雑化することで税金がかかり使用者負担にもなる
更新だけではなく、トラブルあるたび役所に行く事になる。廃止され強制的になり持ち歩き自己責任される。役所を土日も開けてください
停電時災害やネットワーク障害　道ばたに意識不明で倒れたり緊急時に対応できるのか。カードリーダーで他人の顔認証でも認証できる、余った他人の写真を貼り付け身分証としてなってない
保険証に沢山の情報を載せ、機能を付け傷が付くと使用できない役所に行き再交付代かかる。
保険証を使おうとしても、機械の故障や暗証番号の間違いで保険外支払い役所に再発行手続きに行く。5年後も更新手数料も取るつもりか。
日本は高齢化進んでおり30％以上を占め痴呆などの失踪も問題になっている。紛失もあり暗証番号の管理、痴呆症や病気の人、介護する人にも負担がかかる。",
"役所を土日も開けてください
",4,"保険証も運転免許証も身分証となり見てわかりやすくシンプルな物にしなければならない。暗号、複雑化することで税金がかかり使用者負担にもなる
更新だけではなく、トラブルあるたび役所に行く事になる。廃止され強制的になり持ち歩き自己責任される。役所を土日も開けてください
停電時災害やネットワーク障害　道ばたに意識不明で倒れたり緊急時に対応できるのか。カードリーダーで他人の顔認証でも認証できる、余った他人の写真を貼り付け身分証としてなってない
保険証に沢山の情報を載せ、機能を付け傷が付くと使用できない役所に行き再交付代かかる。
保険証を使おうとしても、機械の故障や暗証番号の間違いで保険外支払い役所に再発行手続きに行く。5年後も更新手数料も取るつもりか。
日本は高齢化進んでおり30％以上を占め痴呆などの失踪も問題になっている。紛失もあり暗証番号の管理、痴呆症や病気の人、介護する人にも負担がかかる。",
停電時災害やネットワーク障害　道ばたに意識不明で倒れたり緊急時に対応できるのか。,5,"保険証も運転免許証も身分証となり見てわかりやすくシンプルな物にしなければならない。暗号、複雑化することで税金がかかり使用者負担にもなる
更新だけではなく、トラブルあるたび役所に行く事になる。廃止され強制的になり持ち歩き自己責任される。役所を土日も開けてください
停電時災害やネットワーク障害　道ばたに意識不明で倒れたり緊急時に対応できるのか。カードリーダーで他人の顔認証でも認証できる、余った他人の写真を貼り付け身分証としてなってない
保険証に沢山の情報を載せ、機能を付け傷が付くと使用できない役所に行き再交付代かかる。
保険証を使おうとしても、機械の故障や暗証番号の間違いで保険外支払い役所に再発行手続きに行く。5年後も更新手数料も取るつもりか。
日本は高齢化進んでおり30％以上を占め痴呆などの失踪も問題になっている。紛失もあり暗証番号の管理、痴呆症や病気の人、介護する人にも負担がかかる。",
"カードリーダーで他人の顔認証でも認証できる、余った他人の写真を貼り付け身分証としてなってない
保険証に沢山の情報を載せ、機能を付け傷が付くと使用できない役所に行き再交付代かかる。",6,"保険証も運転免許証も身分証となり見てわかりやすくシンプルな物にしなければならない。暗号、複雑化することで税金がかかり使用者負担にもなる
更新だけではなく、トラブルあるたび役所に行く事になる。廃止され強制的になり持ち歩き自己責任される。役所を土日も開けてください
停電時災害やネットワーク障害　道ばたに意識不明で倒れたり緊急時に対応できるのか。カードリーダーで他人の顔認証でも認証できる、余った他人の写真を貼り付け身分証としてなってない
保険証に沢山の情報を載せ、機能を付け傷が付くと使用できない役所に行き再交付代かかる。
保険証を使おうとしても、機械の故障や暗証番号の間違いで保険外支払い役所に再発行手続きに行く。5年後も更新手数料も取るつもりか。
日本は高齢化進んでおり30％以上を占め痴呆などの失踪も問題になっている。紛失もあり暗証番号の管理、痴呆症や病気の人、介護する人にも負担がかかる。",
"
保険証を使おうとしても、機械の故障や暗証番号の間違いで保険外支払い役所に再発行手続きに行く。",7,"保険証も運転免許証も身分証となり見てわかりやすくシンプルな物にしなければならない。暗号、複雑化することで税金がかかり使用者負担にもなる
更新だけではなく、トラブルあるたび役所に行く事になる。廃止され強制的になり持ち歩き自己責任される。役所を土日も開けてください
停電時災害やネットワーク障害　道ばたに意識不明で倒れたり緊急時に対応できるのか。カードリーダーで他人の顔認証でも認証できる、余った他人の写真を貼り付け身分証としてなってない
保険証に沢山の情報を載せ、機能を付け傷が付くと使用できない役所に行き再交付代かかる。
保険証を使おうとしても、機械の故障や暗証番号の間違いで保険外支払い役所に再発行手続きに行く。5年後も更新手数料も取るつもりか。
日本は高齢化進んでおり30％以上を占め痴呆などの失踪も問題になっている。紛失もあり暗証番号の管理、痴呆症や病気の人、介護する人にも負担がかかる。",
5年後も更新手数料も取るつもりか。,8,"保険証も運転免許証も身分証となり見てわかりやすくシンプルな物にしなければならない。暗号、複雑化することで税金がかかり使用者負担にもなる
更新だけではなく、トラブルあるたび役所に行く事になる。廃止され強制的になり持ち歩き自己責任される。役所を土日も開けてください
停電時災害やネットワーク障害　道ばたに意識不明で倒れたり緊急時に対応できるのか。カードリーダーで他人の顔認証でも認証できる、余った他人の写真を貼り付け身分証としてなってない
保険証に沢山の情報を載せ、機能を付け傷が付くと使用できない役所に行き再交付代かかる。
保険証を使おうとしても、機械の故障や暗証番号の間違いで保険外支払い役所に再発行手続きに行く。5年後も更新手数料も取るつもりか。
日本は高齢化進んでおり30％以上を占め痴呆などの失踪も問題になっている。紛失もあり暗証番号の管理、痴呆症や病気の人、介護する人にも負担がかかる。",
日本は高齢化進んでおり30％以上を占め痴呆などの失踪も問題になっている。,9,"保険証も運転免許証も身分証となり見てわかりやすくシンプルな物にしなければならない。暗号、複雑化することで税金がかかり使用者負担にもなる
更新だけではなく、トラブルあるたび役所に行く事になる。廃止され強制的になり持ち歩き自己責任される。役所を土日も開けてください
停電時災害やネットワーク障害　道ばたに意識不明で倒れたり緊急時に対応できるのか。カードリーダーで他人の顔認証でも認証できる、余った他人の写真を貼り付け身分証としてなってない
保険証に沢山の情報を載せ、機能を付け傷が付くと使用できない役所に行き再交付代かかる。
保険証を使おうとしても、機械の故障や暗証番号の間違いで保険外支払い役所に再発行手続きに行く。5年後も更新手数料も取るつもりか。
日本は高齢化進んでおり30％以上を占め痴呆などの失踪も問題になっている。紛失もあり暗証番号の管理、痴呆症や病気の人、介護する人にも負担がかかる。",
紛失もあり暗証番号の管理、痴呆症や病気の人、介護する人にも負担がかかる。,10,"保険証も運転免許証も身分証となり見てわかりやすくシンプルな物にしなければならない。暗号、複雑化することで税金がかかり使用者負担にもなる
更新だけではなく、トラブルあるたび役所に行く事になる。廃止され強制的になり持ち歩き自己責任される。役所を土日も開けてください
停電時災害やネットワーク障害　道ばたに意識不明で倒れたり緊急時に対応できるのか。カードリーダーで他人の顔認証でも認証できる、余った他人の写真を貼り付け身分証としてなってない
保険証に沢山の情報を載せ、機能を付け傷が付くと使用できない役所に行き再交付代かかる。
保険証を使おうとしても、機械の故障や暗証番号の間違いで保険外支払い役所に再発行手続きに行く。5年後も更新手数料も取るつもりか。
日本は高齢化進んでおり30％以上を占め痴呆などの失踪も問題になっている。紛失もあり暗証番号の管理、痴呆症や病気の人、介護する人にも負担がかかる。",
保険証、運転免許証が誤登録され、銀行口座が他人に紐づけられて勝手に現金が引き出されたりしたら、医療は受けられない、車は運転できない、さらに本人確認ができないので本人確認が必要な事等、最悪子供が誤登録されていたら学校にすら通えなくなる等が起こる可能性があるという事？,1,"保険証、運転免許証が誤登録され、銀行口座が他人に紐づけられて勝手に現金が引き出されたりしたら、医療は受けられない、車は運転できない、さらに本人確認ができないので本人確認が必要な事等、最悪子供が誤登録されていたら学校にすら通えなくなる等が起こる可能性があるという事？
こんな状態で本当に国民は安心して社会生活を送ることは出来るのでしょうか？
ただ、考え方を変えてみると、自分の保険証・運転免許証・銀行口座等が岸田文雄や河野太郎本人として誤登録されたら、税金は払わなくていい、岸田文雄や河野太郎が溜め込んだ金を銀行口座から好きなだけ現金を引き出したりして贅沢三昧したり、犯罪を犯しても首相や国会議員として国会会期中の不逮捕特権を使って好き勝手できるという事ですか？
そうなら、国民全員岸田文雄や河野太郎として誤登録してもらいたいですね！",
"
こんな状態で本当に国民は安心して社会生活を送ることは出来るのでしょうか？",2,"保険証、運転免許証が誤登録され、銀行口座が他人に紐づけられて勝手に現金が引き出されたりしたら、医療は受けられない、車は運転できない、さらに本人確認ができないので本人確認が必要な事等、最悪子供が誤登録されていたら学校にすら通えなくなる等が起こる可能性があるという事？
こんな状態で本当に国民は安心して社会生活を送ることは出来るのでしょうか？
ただ、考え方を変えてみると、自分の保険証・運転免許証・銀行口座等が岸田文雄や河野太郎本人として誤登録されたら、税金は払わなくていい、岸田文雄や河野太郎が溜め込んだ金を銀行口座から好きなだけ現金を引き出したりして贅沢三昧したり、犯罪を犯しても首相や国会議員として国会会期中の不逮捕特権を使って好き勝手できるという事ですか？
そうなら、国民全員岸田文雄や河野太郎として誤登録してもらいたいですね！",
ただ、考え方を変えてみると、自分の保険証・運転免許証・銀行口座等が岸田文雄や河野太郎本人として誤登録されたら、税金は払わなくていい、岸田文雄や河野太郎が溜め込んだ金を銀行口座から好きなだけ現金を引き出したりして贅沢三昧したり、犯罪を犯しても首相や国会議員として国会会期中の不逮捕特権を使って好き勝手できるという事ですか？,3,"保険証、運転免許証が誤登録され、銀行口座が他人に紐づけられて勝手に現金が引き出されたりしたら、医療は受けられない、車は運転できない、さらに本人確認ができないので本人確認が必要な事等、最悪子供が誤登録されていたら学校にすら通えなくなる等が起こる可能性があるという事？
こんな状態で本当に国民は安心して社会生活を送ることは出来るのでしょうか？
ただ、考え方を変えてみると、自分の保険証・運転免許証・銀行口座等が岸田文雄や河野太郎本人として誤登録されたら、税金は払わなくていい、岸田文雄や河野太郎が溜め込んだ金を銀行口座から好きなだけ現金を引き出したりして贅沢三昧したり、犯罪を犯しても首相や国会議員として国会会期中の不逮捕特権を使って好き勝手できるという事ですか？
そうなら、国民全員岸田文雄や河野太郎として誤登録してもらいたいですね！",
"
そうなら、国民全員岸田文雄や河野太郎として誤登録してもらいたいですね！",4,"保険証、運転免許証が誤登録され、銀行口座が他人に紐づけられて勝手に現金が引き出されたりしたら、医療は受けられない、車は運転できない、さらに本人確認ができないので本人確認が必要な事等、最悪子供が誤登録されていたら学校にすら通えなくなる等が起こる可能性があるという事？
こんな状態で本当に国民は安心して社会生活を送ることは出来るのでしょうか？
ただ、考え方を変えてみると、自分の保険証・運転免許証・銀行口座等が岸田文雄や河野太郎本人として誤登録されたら、税金は払わなくていい、岸田文雄や河野太郎が溜め込んだ金を銀行口座から好きなだけ現金を引き出したりして贅沢三昧したり、犯罪を犯しても首相や国会議員として国会会期中の不逮捕特権を使って好き勝手できるという事ですか？
そうなら、国民全員岸田文雄や河野太郎として誤登録してもらいたいですね！",
先日、マイナンバーの暗証番号を間違えてロックされてしまった。,1,"先日、マイナンバーの暗証番号を間違えてロックされてしまった。
翌日区役所に出かけて解除手続きをお願いした。「運転免許証はありますか？健康保険証には写真がないのでもう一つ公的証明書がいります」慌てました。
パスポートは住所欄がなくなりました。健康保険証と運転免許証がマイナンバーに吸い込まれたら、どうするんだろう？",
翌日区役所に出かけて解除手続きをお願いした。,2,"先日、マイナンバーの暗証番号を間違えてロックされてしまった。
翌日区役所に出かけて解除手続きをお願いした。「運転免許証はありますか？健康保険証には写真がないのでもう一つ公的証明書がいります」慌てました。
パスポートは住所欄がなくなりました。健康保険証と運転免許証がマイナンバーに吸い込まれたら、どうするんだろう？",
「運転免許証はありますか？,3,"先日、マイナンバーの暗証番号を間違えてロックされてしまった。
翌日区役所に出かけて解除手続きをお願いした。「運転免許証はありますか？健康保険証には写真がないのでもう一つ公的証明書がいります」慌てました。
パスポートは住所欄がなくなりました。健康保険証と運転免許証がマイナンバーに吸い込まれたら、どうするんだろう？",
健康保険証には写真がないのでもう一つ公的証明書がいります」,4,"先日、マイナンバーの暗証番号を間違えてロックされてしまった。
翌日区役所に出かけて解除手続きをお願いした。「運転免許証はありますか？健康保険証には写真がないのでもう一つ公的証明書がいります」慌てました。
パスポートは住所欄がなくなりました。健康保険証と運転免許証がマイナンバーに吸い込まれたら、どうするんだろう？",
慌てました。,5,"先日、マイナンバーの暗証番号を間違えてロックされてしまった。
翌日区役所に出かけて解除手続きをお願いした。「運転免許証はありますか？健康保険証には写真がないのでもう一つ公的証明書がいります」慌てました。
パスポートは住所欄がなくなりました。健康保険証と運転免許証がマイナンバーに吸い込まれたら、どうするんだろう？",
"
パスポートは住所欄がなくなりました。",6,"先日、マイナンバーの暗証番号を間違えてロックされてしまった。
翌日区役所に出かけて解除手続きをお願いした。「運転免許証はありますか？健康保険証には写真がないのでもう一つ公的証明書がいります」慌てました。
パスポートは住所欄がなくなりました。健康保険証と運転免許証がマイナンバーに吸い込まれたら、どうするんだろう？",
健康保険証と運転免許証がマイナンバーに吸い込まれたら、どうするんだろう？,7,"先日、マイナンバーの暗証番号を間違えてロックされてしまった。
翌日区役所に出かけて解除手続きをお願いした。「運転免許証はありますか？健康保険証には写真がないのでもう一つ公的証明書がいります」慌てました。
パスポートは住所欄がなくなりました。健康保険証と運転免許証がマイナンバーに吸い込まれたら、どうするんだろう？",
「運転免許証の交付年月日、有効期間、免許の種別、免許番号などがマイナカードのICチップ内に搭載することで、両カード情報の管理を統合」,1,"「運転免許証の交付年月日、有効期間、免許の種別、免許番号などがマイナカードのICチップ内に搭載することで、両カード情報の管理を統合」

マイナカードの表面に今の免許証の記載事項をそのまま記載することで統合するならともかく、ICチップ内に搭載はヤバいよ。
民間人がどうやって相手の免許所持を確認するの？？友人同士でドライブ、お前免許もってるよな？というやり取りで誰か見栄を張ったら無免許運転。営業車を乗る仕事の就職活動で免許があるといえば内定がもらえる、と期待したらあるって言っちゃいますよね。なにせ、民間業者は免許の有無を確認できないんだから。",
"

マイナカードの表面に今の免許証の記載事項をそのまま記載することで統合するならともかく、ICチップ内に搭載はヤバいよ。",2,"「運転免許証の交付年月日、有効期間、免許の種別、免許番号などがマイナカードのICチップ内に搭載することで、両カード情報の管理を統合」

マイナカードの表面に今の免許証の記載事項をそのまま記載することで統合するならともかく、ICチップ内に搭載はヤバいよ。
民間人がどうやって相手の免許所持を確認するの？？友人同士でドライブ、お前免許もってるよな？というやり取りで誰か見栄を張ったら無免許運転。営業車を乗る仕事の就職活動で免許があるといえば内定がもらえる、と期待したらあるって言っちゃいますよね。なにせ、民間業者は免許の有無を確認できないんだから。",
民間人がどうやって相手の免許所持を確認するの？？,3,"「運転免許証の交付年月日、有効期間、免許の種別、免許番号などがマイナカードのICチップ内に搭載することで、両カード情報の管理を統合」

マイナカードの表面に今の免許証の記載事項をそのまま記載することで統合するならともかく、ICチップ内に搭載はヤバいよ。
民間人がどうやって相手の免許所持を確認するの？？友人同士でドライブ、お前免許もってるよな？というやり取りで誰か見栄を張ったら無免許運転。営業車を乗る仕事の就職活動で免許があるといえば内定がもらえる、と期待したらあるって言っちゃいますよね。なにせ、民間業者は免許の有無を確認できないんだから。",
友人同士でドライブ、お前免許もってるよな？というやり取りで誰か見栄を張ったら無免許運転。,4,"「運転免許証の交付年月日、有効期間、免許の種別、免許番号などがマイナカードのICチップ内に搭載することで、両カード情報の管理を統合」

マイナカードの表面に今の免許証の記載事項をそのまま記載することで統合するならともかく、ICチップ内に搭載はヤバいよ。
民間人がどうやって相手の免許所持を確認するの？？友人同士でドライブ、お前免許もってるよな？というやり取りで誰か見栄を張ったら無免許運転。営業車を乗る仕事の就職活動で免許があるといえば内定がもらえる、と期待したらあるって言っちゃいますよね。なにせ、民間業者は免許の有無を確認できないんだから。",
営業車を乗る仕事の就職活動で免許があるといえば内定がもらえる、と期待したらあるって言っちゃいますよね。,5,"「運転免許証の交付年月日、有効期間、免許の種別、免許番号などがマイナカードのICチップ内に搭載することで、両カード情報の管理を統合」

マイナカードの表面に今の免許証の記載事項をそのまま記載することで統合するならともかく、ICチップ内に搭載はヤバいよ。
民間人がどうやって相手の免許所持を確認するの？？友人同士でドライブ、お前免許もってるよな？というやり取りで誰か見栄を張ったら無免許運転。営業車を乗る仕事の就職活動で免許があるといえば内定がもらえる、と期待したらあるって言っちゃいますよね。なにせ、民間業者は免許の有無を確認できないんだから。",
なにせ、民間業者は免許の有無を確認できないんだから。,6,"「運転免許証の交付年月日、有効期間、免許の種別、免許番号などがマイナカードのICチップ内に搭載することで、両カード情報の管理を統合」

マイナカードの表面に今の免許証の記載事項をそのまま記載することで統合するならともかく、ICチップ内に搭載はヤバいよ。
民間人がどうやって相手の免許所持を確認するの？？友人同士でドライブ、お前免許もってるよな？というやり取りで誰か見栄を張ったら無免許運転。営業車を乗る仕事の就職活動で免許があるといえば内定がもらえる、と期待したらあるって言っちゃいますよね。なにせ、民間業者は免許の有無を確認できないんだから。",
河野太郎が運転免許書をマイナカードに紐付けする、とTVで話をした時に別の話を思い出した。,1,"河野太郎が運転免許書をマイナカードに紐付けする、とTVで話をした時に別の話を思い出した。それは海上保安庁の友人から「スピード違反したことがあるか？」と問われた時、「ああ、何度も、信号無視もあるよ。多額納税者だ」と答えると知人は「まずいぞそれは、犯罪歴になるぞ」と教えられた。これが事実ならマイナカードに違反事項の記載はないにしても他のシステムで結びつける（保険証と同じ方法）れば犯罪歴がわかることになる。
河野太郎の独断専行ですすめてきた紙の保険証の廃止同様に免許証もとなると河野の業務の効率化（こうれは嘘、トラブル発生時、デジタル、厚労、総部がバラバラに報告）ではなくカード一枚で国民を監視する事だろうと思った。
今は紙の健康保険証の廃止を撤回させることに集中する。",
それは海上保安庁の友人から「スピード違反したことがあるか？」と問われた時、「ああ、何度も、信号無視もあるよ。,2,"河野太郎が運転免許書をマイナカードに紐付けする、とTVで話をした時に別の話を思い出した。それは海上保安庁の友人から「スピード違反したことがあるか？」と問われた時、「ああ、何度も、信号無視もあるよ。多額納税者だ」と答えると知人は「まずいぞそれは、犯罪歴になるぞ」と教えられた。これが事実ならマイナカードに違反事項の記載はないにしても他のシステムで結びつける（保険証と同じ方法）れば犯罪歴がわかることになる。
河野太郎の独断専行ですすめてきた紙の保険証の廃止同様に免許証もとなると河野の業務の効率化（こうれは嘘、トラブル発生時、デジタル、厚労、総部がバラバラに報告）ではなくカード一枚で国民を監視する事だろうと思った。
今は紙の健康保険証の廃止を撤回させることに集中する。",
多額納税者だ」と答えると知人は「まずいぞそれは、犯罪歴になるぞ」と教えられた。,3,"河野太郎が運転免許書をマイナカードに紐付けする、とTVで話をした時に別の話を思い出した。それは海上保安庁の友人から「スピード違反したことがあるか？」と問われた時、「ああ、何度も、信号無視もあるよ。多額納税者だ」と答えると知人は「まずいぞそれは、犯罪歴になるぞ」と教えられた。これが事実ならマイナカードに違反事項の記載はないにしても他のシステムで結びつける（保険証と同じ方法）れば犯罪歴がわかることになる。
河野太郎の独断専行ですすめてきた紙の保険証の廃止同様に免許証もとなると河野の業務の効率化（こうれは嘘、トラブル発生時、デジタル、厚労、総部がバラバラに報告）ではなくカード一枚で国民を監視する事だろうと思った。
今は紙の健康保険証の廃止を撤回させることに集中する。",
これが事実ならマイナカードに違反事項の記載はないにしても他のシステムで結びつける（保険証と同じ方法）れば犯罪歴がわかることになる。,4,"河野太郎が運転免許書をマイナカードに紐付けする、とTVで話をした時に別の話を思い出した。それは海上保安庁の友人から「スピード違反したことがあるか？」と問われた時、「ああ、何度も、信号無視もあるよ。多額納税者だ」と答えると知人は「まずいぞそれは、犯罪歴になるぞ」と教えられた。これが事実ならマイナカードに違反事項の記載はないにしても他のシステムで結びつける（保険証と同じ方法）れば犯罪歴がわかることになる。
河野太郎の独断専行ですすめてきた紙の保険証の廃止同様に免許証もとなると河野の業務の効率化（こうれは嘘、トラブル発生時、デジタル、厚労、総部がバラバラに報告）ではなくカード一枚で国民を監視する事だろうと思った。
今は紙の健康保険証の廃止を撤回させることに集中する。",
"
河野太郎の独断",5,"河野太郎が運転免許書をマイナカードに紐付けする、とTVで話をした時に別の話を思い出した。それは海上保安庁の友人から「スピード違反したことがあるか？」と問われた時、「ああ、何度も、信号無視もあるよ。多額納税者だ」と答えると知人は「まずいぞそれは、犯罪歴になるぞ」と教えられた。これが事実ならマイナカードに違反事項の記載はないにしても他のシステムで結びつける（保険証と同じ方法）れば犯罪歴がわかることになる。
河野太郎の独断専行ですすめてきた紙の保険証の廃止同様に免許証もとなると河野の業務の効率化（こうれは嘘、トラブル発生時、デジタル、厚労、総部がバラバラに報告）ではなくカード一枚で国民を監視する事だろうと思った。
今は紙の健康保険証の廃止を撤回させることに集中する。",
専行ですすめてきた紙の保険証の廃止同様に免許証もとなると河野の業務の効率化（こうれは嘘、トラブル発生時、デジタル、厚労、総部がバラバラに報告）ではなくカード一枚で国民を監視する事だろうと思った。,6,"河野太郎が運転免許書をマイナカードに紐付けする、とTVで話をした時に別の話を思い出した。それは海上保安庁の友人から「スピード違反したことがあるか？」と問われた時、「ああ、何度も、信号無視もあるよ。多額納税者だ」と答えると知人は「まずいぞそれは、犯罪歴になるぞ」と教えられた。これが事実ならマイナカードに違反事項の記載はないにしても他のシステムで結びつける（保険証と同じ方法）れば犯罪歴がわかることになる。
河野太郎の独断専行ですすめてきた紙の保険証の廃止同様に免許証もとなると河野の業務の効率化（こうれは嘘、トラブル発生時、デジタル、厚労、総部がバラバラに報告）ではなくカード一枚で国民を監視する事だろうと思った。
今は紙の健康保険証の廃止を撤回させることに集中する。",
今は紙の健康保険証の廃止を撤回させることに集中する。,7,"河野太郎が運転免許書をマイナカードに紐付けする、とTVで話をした時に別の話を思い出した。それは海上保安庁の友人から「スピード違反したことがあるか？」と問われた時、「ああ、何度も、信号無視もあるよ。多額納税者だ」と答えると知人は「まずいぞそれは、犯罪歴になるぞ」と教えられた。これが事実ならマイナカードに違反事項の記載はないにしても他のシステムで結びつける（保険証と同じ方法）れば犯罪歴がわかることになる。
河野太郎の独断専行ですすめてきた紙の保険証の廃止同様に免許証もとなると河野の業務の効率化（こうれは嘘、トラブル発生時、デジタル、厚労、総部がバラバラに報告）ではなくカード一枚で国民を監視する事だろうと思った。
今は紙の健康保険証の廃止を撤回させることに集中する。",
改悪としかいいようがない。,1,"改悪としかいいようがない。
紐付けが増えれば増えるほど、リスクはその数倍に膨れ上がる。
保険証だけでも問題が多いものを、運転免許証で起きないわけがない。
本当にふざけるな！
任意であり、約款に実害が生じても国は責任を持たないものとするというものに、何を強制されなければならないのか。
あのアメリカですら、マイナンバーによる詐欺被害は3兆円を超えている。
デジタル後進国の日本で起きないわけはない。
もちろん、紛失がゼロになるわけでもない。
再交付に2ヶ月かかるものを毎日持ち歩けと？
病院に行く時だけ、携帯を買い替える時だけなら大丈夫ってか？
本当にふざけるな！",
"
紐付けが増えれば増えるほど、リスクはその数倍に膨れ上がる。",2,"改悪としかいいようがない。
紐付けが増えれば増えるほど、リスクはその数倍に膨れ上がる。
保険証だけでも問題が多いものを、運転免許証で起きないわけがない。
本当にふざけるな！
任意であり、約款に実害が生じても国は責任を持たないものとするというものに、何を強制されなければならないのか。
あのアメリカですら、マイナンバーによる詐欺被害は3兆円を超えている。
デジタル後進国の日本で起きないわけはない。
もちろん、紛失がゼロになるわけでもない。
再交付に2ヶ月かかるものを毎日持ち歩けと？
病院に行く時だけ、携帯を買い替える時だけなら大丈夫ってか？
本当にふざけるな！",
"
保険証だけでも問題が多いものを、運転免許証で起きないわけがない。",3,"改悪としかいいようがない。
紐付けが増えれば増えるほど、リスクはその数倍に膨れ上がる。
保険証だけでも問題が多いものを、運転免許証で起きないわけがない。
本当にふざけるな！
任意であり、約款に実害が生じても国は責任を持たないものとするというものに、何を強制されなければならないのか。
あのアメリカですら、マイナンバーによる詐欺被害は3兆円を超えている。
デジタル後進国の日本で起きないわけはない。
もちろん、紛失がゼロになるわけでもない。
再交付に2ヶ月かかるものを毎日持ち歩けと？
病院に行く時だけ、携帯を買い替える時だけなら大丈夫ってか？
本当にふざけるな！",
本当にふざけるな！,4,"改悪としかいいようがない。
紐付けが増えれば増えるほど、リスクはその数倍に膨れ上がる。
保険証だけでも問題が多いものを、運転免許証で起きないわけがない。
本当にふざけるな！
任意であり、約款に実害が生じても国は責任を持たないものとするというものに、何を強制されなければならないのか。
あのアメリカですら、マイナンバーによる詐欺被害は3兆円を超えている。
デジタル後進国の日本で起きないわけはない。
もちろん、紛失がゼロになるわけでもない。
再交付に2ヶ月かかるものを毎日持ち歩けと？
病院に行く時だけ、携帯を買い替える時だけなら大丈夫ってか？
本当にふざけるな！",
任意であり、約款に実害が生じても国は責任を持たないものとするというものに、何を強制されなければならないのか。,5,"改悪としかいいようがない。
紐付けが増えれば増えるほど、リスクはその数倍に膨れ上がる。
保険証だけでも問題が多いものを、運転免許証で起きないわけがない。
本当にふざけるな！
任意であり、約款に実害が生じても国は責任を持たないものとするというものに、何を強制されなければならないのか。
あのアメリカですら、マイナンバーによる詐欺被害は3兆円を超えている。
デジタル後進国の日本で起きないわけはない。
もちろん、紛失がゼロになるわけでもない。
再交付に2ヶ月かかるものを毎日持ち歩けと？
病院に行く時だけ、携帯を買い替える時だけなら大丈夫ってか？
本当にふざけるな！",
あのアメリカですら、マイナンバーによる詐欺被害は3兆円を超えている。,6,"改悪としかいいようがない。
紐付けが増えれば増えるほど、リスクはその数倍に膨れ上がる。
保険証だけでも問題が多いものを、運転免許証で起きないわけがない。
本当にふざけるな！
任意であり、約款に実害が生じても国は責任を持たないものとするというものに、何を強制されなければならないのか。
あのアメリカですら、マイナンバーによる詐欺被害は3兆円を超えている。
デジタル後進国の日本で起きないわけはない。
もちろん、紛失がゼロになるわけでもない。
再交付に2ヶ月かかるものを毎日持ち歩けと？
病院に行く時だけ、携帯を買い替える時だけなら大丈夫ってか？
本当にふざけるな！",
"
デジタル後進国の日本で起きないわけはない。",7,"改悪としかいいようがない。
紐付けが増えれば増えるほど、リスクはその数倍に膨れ上がる。
保険証だけでも問題が多いものを、運転免許証で起きないわけがない。
本当にふざけるな！
任意であり、約款に実害が生じても国は責任を持たないものとするというものに、何を強制されなければならないのか。
あのアメリカですら、マイナンバーによる詐欺被害は3兆円を超えている。
デジタル後進国の日本で起きないわけはない。
もちろん、紛失がゼロになるわけでもない。
再交付に2ヶ月かかるものを毎日持ち歩けと？
病院に行く時だけ、携帯を買い替える時だけなら大丈夫ってか？
本当にふざけるな！",
"
もちろん、紛失がゼロになるわけでもない。",8,"改悪としかいいようがない。
紐付けが増えれば増えるほど、リスクはその数倍に膨れ上がる。
保険証だけでも問題が多いものを、運転免許証で起きないわけがない。
本当にふざけるな！
任意であり、約款に実害が生じても国は責任を持たないものとするというものに、何を強制されなければならないのか。
あのアメリカですら、マイナンバーによる詐欺被害は3兆円を超えている。
デジタル後進国の日本で起きないわけはない。
もちろん、紛失がゼロになるわけでもない。
再交付に2ヶ月かかるものを毎日持ち歩けと？
病院に行く時だけ、携帯を買い替える時だけなら大丈夫ってか？
本当にふざけるな！",
